,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0,0.6334975957870483,0.42875391244888306,-4.855502311329474e-07,0.5762463808059692,0.4056326448917389,-0.024842601269483566,0.5275417566299438,0.3518573045730591,-0.03651127219200134,0.5145887136459351,0.29272857308387756,-0.04586303234100342,0.5424483418464661,0.2719978392124176,-0.048004258424043655,0.5627403855323792,0.28150302171707153,-0.012933848425745964,0.5564020872116089,0.2509118616580963,-0.03573612496256828,0.5607514977455139,0.3087291419506073,-0.044233936816453934,0.5651858448982239,0.30985748767852783,-0.049211036413908005,0.5951790809631348,0.2780798077583313,-0.009577847085893154,0.5869747996330261,0.25150561332702637,-0.03503427654504776,0.5907490849494934,0.3217756748199463,-0.03485741838812828,0.5934977531433105,0.31726205348968506,-0.0302127655595541,0.6277267932891846,0.2777153551578522,-0.011193838901817799,0.6201966404914856,0.24577049911022186,-0.036246005445718765,0.6193916201591492,0.3123566806316376,-0.02230585366487503,0.6232331395149231,0.3143906593322754,-0.007723071146756411,0.6593620777130127,0.2824007570743561,-0.015317968092858791,0.6513278484344482,0.257018506526947,-0.025986159220337868,0.6470668911933899,0.30199527740478516,-0.014918318018317223,0.6508342623710632,0.30825522541999817,-0.004322396125644445,click
1,0.6380065679550171,0.4239369034767151,-4.511977920174104e-07,0.5847622156143188,0.4144047498703003,-0.02038194052875042,0.5321457386016846,0.36209675669670105,-0.025523286312818527,0.516136109828949,0.2993167042732239,-0.030083613470196724,0.544726550579071,0.27855896949768066,-0.02889839932322502,0.5600830316543579,0.2923123836517334,0.0032241218723356724,0.5543198585510254,0.25979793071746826,-0.016927996650338173,0.5615385174751282,0.3160811960697174,-0.024037489667534828,0.5626773834228516,0.31810230016708374,-0.027814580127596855,0.5940505266189575,0.28478848934173584,0.0034566749818623066,0.5865741968154907,0.25585758686065674,-0.020058665424585342,0.5915752053260803,0.32222405076026917,-0.019557276740670204,0.5927562713623047,0.31834545731544495,-0.013254339806735516,0.6264811158180237,0.28337860107421875,-0.002322490094229579,0.6194173693656921,0.25361716747283936,-0.02705535851418972,0.6201856136322021,0.31675446033477783,-0.01460855733603239,0.6223787069320679,0.3173893392086029,0.00012479764700401574,0.6601399183273315,0.2855761647224426,-0.010460303165018559,0.6511881351470947,0.2632852792739868,-0.020980555564165115,0.6485393047332764,0.30736416578292847,-0.010502500459551811,0.6512206196784973,0.3136955499649048,3.0050112400203943e-05,click
2,0.6398847103118896,0.4295334219932556,-4.316552235650306e-07,0.5877296328544617,0.4157240688800812,-0.016712341457605362,0.5371507406234741,0.36920177936553955,-0.021723920479416847,0.520986795425415,0.31102997064590454,-0.026856865733861923,0.5502926707267761,0.2855271100997925,-0.026982944458723068,0.5647947192192078,0.30023500323295593,0.00516189681366086,0.5579710006713867,0.27348989248275757,-0.01447331439703703,0.5650612711906433,0.3251289427280426,-0.02235988900065422,0.5671371221542358,0.32760730385780334,-0.02666221745312214,0.5982350707054138,0.2917346656322479,0.003222506493330002,0.5899525880813599,0.2642248570919037,-0.0188280139118433,0.596030056476593,0.3266996145248413,-0.01847578026354313,0.5999364852905273,0.32594797015190125,-0.012385482899844646,0.6308513283729553,0.2897593677043915,-0.004210448358207941,0.6234287619590759,0.26186567544937134,-0.027504174038767815,0.6249970197677612,0.3213217556476593,-0.01554127223789692,0.6283419132232666,0.3245227634906769,-0.0011959359981119633,0.6651315689086914,0.29233497381210327,-0.013659204356372356,0.6546472311019897,0.2708236575126648,-0.023342076689004898,0.6524966359138489,0.3134182393550873,-0.012278146110475063,0.6559610366821289,0.3207220137119293,-0.001227312721312046,click
3,0.6398656964302063,0.4258769452571869,-4.401640580908861e-07,0.5881701111793518,0.4167495667934418,-0.019698916003108025,0.5381832122802734,0.370671808719635,-0.024135539308190346,0.523604691028595,0.31271791458129883,-0.027808308601379395,0.5477027297019958,0.28297120332717896,-0.025721464306116104,0.5648435354232788,0.3016473650932312,0.002697504824027419,0.5592683553695679,0.2699524760246277,-0.018529843538999557,0.5659607648849487,0.32373905181884766,-0.026379486545920372,0.5662866234779358,0.32410845160484314,-0.030063996091485023,0.5992500185966492,0.2946127951145172,0.002652616472914815,0.5923832058906555,0.2665494680404663,-0.02095687761902809,0.5956180691719055,0.33202600479125977,-0.021622326225042343,0.5959964990615845,0.3258680999279022,-0.015986427664756775,0.6314406394958496,0.2924528121948242,-0.003330390900373459,0.6249779462814331,0.2643541097640991,-0.027855101972818375,0.6245272755622864,0.3264179825782776,-0.016501111909747124,0.6270630359649658,0.3246900141239166,-0.002297894097864628,0.6651288270950317,0.29366961121559143,-0.011542723514139652,0.6566045880317688,0.27170249819755554,-0.02186390943825245,0.6531352400779724,0.31382957100868225,-0.01154557429254055,0.6565584540367126,0.3189169764518738,-0.0007452451973222196,click
4,0.6384294033050537,0.4267571270465851,-4.355380269771558e-07,0.5871033072471619,0.41586318612098694,-0.01861651800572872,0.5371670722961426,0.36959630250930786,-0.02249615080654621,0.5235738158226013,0.3122163712978363,-0.025746570900082588,0.5494905710220337,0.28389236330986023,-0.023452002555131912,0.5653421878814697,0.30049803853034973,0.003779267892241478,0.5589419007301331,0.2706506848335266,-0.01681278459727764,0.5648089647293091,0.32391050457954407,-0.024764634668827057,0.5658987164497375,0.32411035895347595,-0.02871823124587536,0.5995053052902222,0.293400377035141,0.003450099378824234,0.5921002626419067,0.26579180359840393,-0.019204121083021164,0.5948499441146851,0.33069396018981934,-0.019642140716314316,0.5968494415283203,0.32532384991645813,-0.014029186218976974,0.6317791938781738,0.2916194200515747,-0.0027229839470237494,0.6251242756843567,0.26373904943466187,-0.026420336216688156,0.6240217685699463,0.3252245783805847,-0.015447008423507214,0.627578616142273,0.32396697998046875,-0.001654636231251061,0.6657785177230835,0.29319387674331665,-0.01104774046689272,0.6565489768981934,0.27207210659980774,-0.02100309170782566,0.6524976491928101,0.31365451216697693,-0.011051828972995281,0.656424880027771,0.3180950880050659,-0.0006193639128468931,click
5,0.6377971768379211,0.4229232966899872,-4.2960056134688784e-07,0.5869544148445129,0.41257229447364807,-0.017375348135828972,0.5373664498329163,0.36568447947502136,-0.021761301904916763,0.5256935358047485,0.30825889110565186,-0.026119399815797806,0.5543314814567566,0.282357782125473,-0.025687403976917267,0.5662898421287537,0.29802951216697693,0.0028144263196736574,0.5597898960113525,0.26971668004989624,-0.018509656190872192,0.5652740597724915,0.3216487765312195,-0.026604823768138885,0.5670613050460815,0.324098140001297,-0.03029383346438408,0.6003604531288147,0.2911189794540405,0.0012309057638049126,0.5925310254096985,0.26437580585479736,-0.02262784168124199,0.5955690741539001,0.3286844789981842,-0.02269170619547367,0.5984067916870117,0.32664456963539124,-0.016268687322735786,0.632705807685852,0.2900444567203522,-0.0060039423406124115,0.6265224814414978,0.26309749484062195,-0.03132887929677963,0.6252090930938721,0.32454851269721985,-0.019940927624702454,0.627392590045929,0.3265364170074463,-0.005250977817922831,0.6665592789649963,0.29343199729919434,-0.015199626795947552,0.6583409309387207,0.27012449502944946,-0.026475517079234123,0.6543883085250854,0.31295424699783325,-0.015950828790664673,0.656558096408844,0.3204745948314667,-0.004745227284729481,click
6,0.6412813663482666,0.42568325996398926,-4.398056603349687e-07,0.589725136756897,0.4145069122314453,-0.01666693203151226,0.5390476584434509,0.3676626682281494,-0.02042550966143608,0.5249000787734985,0.30945879220962524,-0.02422746829688549,0.5530199408531189,0.28229254484176636,-0.02282722480595112,0.5684380531311035,0.2993323802947998,0.004966578911989927,0.5601733922958374,0.2687618136405945,-0.015179845504462719,0.5658315420150757,0.3208010792732239,-0.02298467420041561,0.5675801038742065,0.3226134479045868,-0.026727525517344475,0.6019699573516846,0.29217660427093506,0.00372142787091434,0.5932984352111816,0.2646067440509796,-0.018322184681892395,0.5968905091285706,0.32793933153152466,-0.018006278201937675,0.599906325340271,0.32440048456192017,-0.011817751452326775,0.634002685546875,0.29078447818756104,-0.003167953109368682,0.6265355348587036,0.262398362159729,-0.026675766333937645,0.6261531114578247,0.32267528772354126,-0.015074899420142174,0.6296951770782471,0.32393980026245117,-0.0006943040061742067,0.6678875088691711,0.29351845383644104,-0.012028809636831284,0.6585708856582642,0.26831555366516113,-0.022086236625909805,0.6545717716217041,0.3101453483104706,-0.01147296093404293,0.6575542092323303,0.3178698718547821,-0.0004222068819217384,click
7,0.6427661776542664,0.4241606593132019,-4.370579915757844e-07,0.590893566608429,0.41420918703079224,-0.017121728509664536,0.5409711003303528,0.36676955223083496,-0.020825223997235298,0.5286023616790771,0.3084249198436737,-0.02433859370648861,0.5564554929733276,0.2815663814544678,-0.022845063358545303,0.5690171718597412,0.3006717562675476,0.0036019980907440186,0.5640206336975098,0.269022136926651,-0.01685061678290367,0.5697827935218811,0.32074204087257385,-0.02466130070388317,0.5706217885017395,0.32262685894966125,-0.0284272450953722,0.6027858257293701,0.2937590181827545,0.0023455009795725346,0.5969789028167725,0.26449671387672424,-0.020072970539331436,0.6000369191169739,0.32764124870300293,-0.020215144380927086,0.6009684205055237,0.32468441128730774,-0.014418072067201138,0.6348537802696228,0.2920244634151459,-0.004500434268265963,0.6300792694091797,0.2622222900390625,-0.028443176299333572,0.6292839050292969,0.3224572241306305,-0.017651185393333435,0.6303354501724243,0.32370665669441223,-0.003990774042904377,0.6689152717590332,0.2941591143608093,-0.013269811868667603,0.6612114906311035,0.2697158455848694,-0.02371358312666416,0.6581293344497681,0.3116900324821472,-0.013489560224115849,0.6600465178489685,0.31944307684898376,-0.0028660919051617384,click
8,0.6471260786056519,0.42219966650009155,-4.171754142134887e-07,0.59403395652771,0.41251668334007263,-0.015079385600984097,0.5445824265480042,0.36544620990753174,-0.01912919618189335,0.5339207649230957,0.30691206455230713,-0.02339213900268078,0.5616774559020996,0.2805909812450409,-0.023665571585297585,0.5752618312835693,0.2992382049560547,0.0006292464095167816,0.5701203346252441,0.2691503167152405,-0.018902841955423355,0.5736427307128906,0.31869927048683167,-0.02681887336075306,0.5757198929786682,0.3256298005580902,-0.03077036142349243,0.6089690923690796,0.2935064435005188,-0.001581166754476726,0.6015737652778625,0.2630496621131897,-0.02273639664053917,0.6034287214279175,0.3225242495536804,-0.022515591233968735,0.6083652377128601,0.32688602805137634,-0.01684015803039074,0.6409374475479126,0.29372960329055786,-0.008578300476074219,0.6346351504325867,0.26090914011001587,-0.030950522050261497,0.632061243057251,0.31878364086151123,-0.01955186016857624,0.6353362202644348,0.32821449637413025,-0.005853876005858183,0.6744412779808044,0.29869574308395386,-0.017302675172686577,0.6648668646812439,0.2706429660320282,-0.027621658518910408,0.6606773734092712,0.31120818853378296,-0.01699843630194664,0.6636577248573303,0.3239438831806183,-0.006152966991066933,click
9,0.6451119780540466,0.42206406593322754,-4.223527128033311e-07,0.593111515045166,0.4138164818286896,-0.01565103605389595,0.5430883169174194,0.365264356136322,-0.019243113696575165,0.533532440662384,0.3052672743797302,-0.02291470766067505,0.5633720755577087,0.2804742157459259,-0.02262137271463871,0.5729585886001587,0.30033108592033386,0.0002842886315193027,0.567339301109314,0.2690076529979706,-0.018861208111047745,0.5712637901306152,0.31937509775161743,-0.026181386783719063,0.5734538435935974,0.3257535994052887,-0.029822353273630142,0.6068731546401978,0.29430192708969116,-0.0016135324258357286,0.6000365018844604,0.26402831077575684,-0.022267717868089676,0.6021326184272766,0.32459694147109985,-0.02148209698498249,0.605896532535553,0.3288400173187256,-0.015603906475007534,0.6391229033470154,0.2943621575832367,-0.008418221957981586,0.6339049339294434,0.2617090344429016,-0.030583323910832405,0.6318351626396179,0.3206806480884552,-0.019105268642306328,0.6338450312614441,0.3301926851272583,-0.005555182229727507,0.6730473637580872,0.29935553669929504,-0.017006997019052505,0.6643736362457275,0.27058085799217224,-0.0272542592138052,0.6606642007827759,0.3120274841785431,-0.01675988733768463,0.6630145311355591,0.3248772621154785,-0.0062371171079576015,click
